Likes,Dislikes,Subscribers,Views
207,6,438,8225
577,46,2100000,92207
172,20,1600000,8702
1327,8,458000,163868
115,5,100000,4484
1609,11,100000,84412
60003,1831,14000000,7171621
10809,201,435000,685213
3943,173,32000,244019
465,17,100000,20855
12631,308,6400,985405
149,1,438,8573
839,10,4400,50370
109,2,438,6504
651,26,100000,25563
8,3,11000,2426
12,6,232000,2613
58,0,7200,2320
666,49,52000,126966
19,2,32,4819
10,5,374000,10271
40,10,34,11331
259,14,8200,20411
42,0,104,1498
2325,336,1600,474464
544,92,124000,212435
1276,98,116000,79213
30,1,43000,14300
30,3,12,5662
0,0,32,133
199414,912,16000000,1730246
272706,12627,15000000,5929070
2773,406,13000,457514
2397,18,13000,87176
1098,11,13000,39650
13269,41,3600000,211799
633,7,213000,41012
3924,36,13000,124841
2292,8,41000,33741
550,2,16000,15504
749,6,16000,18576
3592,6,950000,19177
17234,581,4300,3401089
19235,64,2800000,196563
717390,12598,15000000,26239540
267,5,16000,7632
552,6,16000,14507
8253,26,5400000,68464
42356,1176,3300000,9199601
10099,1735,4800000,3837347
678,46,70000,84834
455,21,83000,8708
29539,9573,6400000,12573213
16,0,7500,1107
31321,9200,2800000,12724609
117,0,4200,2628
45976,1291,91000,7780316
133236,4368,822000,28866152
1058,38,166000,133374
1511,14,82000,18497
563,28,61000,79495
7651,1240,6100000,2396572
34573,5363,10000000,11425703
754,47,1700,118007
10,0,2400,292
1824,2187,117000,296800944
113295,1909,2300000,11109754
158783,6427,880000,18986220
135316,1255,1900000,7647952
77739,3219,713000,8068681
90513,2521,50000,13310781
2773605,219073,5000000,235070962
9458,196,1200000,127251
13500,68,5600000,84628
245,5,74000,3759
5887,529,2300000,226209
872,53,728000,43000
41656,1048,2300000,7628838
215594,6848,2300000,63138158
107220,2856,2300000,9618425
8550,208,34000,899573
333,51,232000,13376
67098,487,14000000,3216987
742,4,1400,39261
1416,48,5300,55737
71,6,933,25177
1474,61,15000000,78414
2736,118,533000,73561
659,80,44000,15751
9423,100,1900,331215
116845,4617,9400,9475370
22,1,110,3290
30506,2437,9200000,10049704
10,0,110,3197
796,59,286,58952
1060,40,586,103670
763,54,5300,100334
1079,122,232000,95010
11,2,571,920
5651,166,116000,309405
1672,173,695,163128
161595,2562,5700000,3253547
36490,2141,237000,2850166
86157,11762,10000000,13975466
484858,7744,2700000,4626677
32572,740,623000,519834
4608,501,20000,675678
39865,4590,10000000,6770441
1064,69,14000,102294
361,41,130000,37352
263217,20394,13000000,22282803
61119,3203,2600000,9334019
38983,550,2300000,861068
17183,2065,41000000,1989259
566,96,501000,300467
4216,231,166000,266672
15551,4848,2900000,14309136
37148,2214,1200000,1935545
270765,8808,7900000,18392732
3272,168,53000,156628
573,36,1100000,104059
887,57,1000000,94167
219,7,786000,10297
1131,13,4800000,13986
70,1,559000,4616
1369,171,1000000,354668
1182,73,1100000,117884
667,46,1100000,70568
148,19,8000000,17383
4525,523,1000000,717017
2294,219,1000000,323223
1307,101,1100000,186086
1472,107,1100000,228705
58,6,1100000,7409
86,4,2800000,20188
271,17,371000,49669
42,5,1100000,9401
94,20,371000,20553
169,19,371000,41557
99,8,2900000,9995
35357,918,333000,1653486
1175,93,1100000,183413
24873,1204,551000,3665205
43446,3394,19000,2625001
53992,1946,8000,8070825
3917,122,109000,47368
5329,261,82000,790254
880,19,110000,16008
775,26,76000,81163
78055,3310,3000000,3366330
2304,19,399000,19399
370,5,30000,14242
198486,8360,82000,40322377
1728,50,319000,75027
56104,32232,2500000,18610101
282,61,22000,49187
396911,38413,126000,106280928
847720,79424,1200000,193104287
4128,57,3100000,141032
422,5,9200,4235
574,22,7900000,28757
949883,40857,288000,180019635
4867,37,300000,63758
543,3,8900,10811
18207,5132,351000,11520738
2538,75,248000,251075
2982,58,7900000,127749
7620,66,68000,143576
1458,55,2000000,163486
1458,44,1600000,44780
984,125,456000,111538
1579,79,435000,118091
517,8,7900,11101
462,3,54000,14802
991374,7701,4100000,24442181
16448,362,252000,1225795
52543,934,20000000,2327271
53754,619,22000000,1791642
48654,3300,8900000,4446566
1635,59,102000,48167
946,9,728000,30253
1672,71,447000,45288
51137,1076,20000000,3694740
150,5,56000,4926
10460,107,1600000,240834
23844,799,1000000,4868346
14681,400,252000,889515
15803,867,1300000,1486264
15279,366,252000,1151587
732,14,19000,18979
97910,8881,8900000,19565048
59040,5323,8900000,11742738
265,41,124000,10201
2171932,115685,2000000,242642211
255424,16544,180000,45521114
139910,4022,4300000,6223825
590444,27740,84000,125507063
24957,1027,255000,1988601
1471,314,373000,133701
13716,283,792000,421880
6914,153,792000,247416
1547,30,792000,48996
7388,170,3500,1013003
585,44,353000,30556
3664160,140859,8800000,1076292681
5698711,293907,1300000,1138334902
1342637,50839,8800000,195059058
2350,74,75000,31911
66273,3152,12000,5938193
568,23,353000,30081
1299,19,450000,38963
305,11,154,37608
7090,353,184000,1891201
1330,47,40000,83126
4056,208,5300,274481
8720,197,19000000,867350
680,26,19000000,172434
495,18,250,17293
10275,490,19000000,1229911
1569,55,5300,62888
1699,87,19000000,404616
1557,76,19000000,335003
1341,47,19000000,264640
5067,96,519000,164654
633,29,19000000,166369
2107,100,19000000,472041
11080,195,519000,314354
3617,79,519000,122450
16,3,41000,1550
30248,175,1200000,702667
27672,4928,1200000,2882803
9387,845,350000,789055
4135,52,727000,78747
15306,2053,559000,3605685
14957,2057,1200000,991536
2726,221,1200000,95718
6339,563,1200000,328401
147,4,41000,2872
350,35,1000000,43595
134,5,13000,2346
238387,2668,1200000,5544015
27448,491,1200000,1597637
29587,651,1200000,989197
658,7,75000,21401
13419,1591,1200000,542244
320,10,13000,2677
303,10,22000,9868
672,23,258000,30047
1351,177,325000,320002
3161,85,383000,162189
3169,334,71000,1579487
1271,177,71000,495264
1528,223,1500000,237474
1494,174,1700,412270
1095,18,1400,99922
643,19,146000,21345
2206,111,383000,152701
593,78,293000,22543
2434,305,111000,400662
2306,129,12000,275944
1563,102,4200,283325
264,21,192000,25802
974,55,12000,127423
393,26,408000,69593
259,9,5600,75973
386,9,633,28266
688,12,1400,68077
42637,859,897000,3773291
2009,512,1300000,785595
27916,5359,3500000,7996569
41371,16574,7600000,69452773
3713981,99954,13000000,660744271
5813957,141396,13000000,1013671297
359,7,1500000,15867
11494,338,936000,754030
2320,21,946000,49736
39520,1838,936000,3997684
9294,3859,17000000,4970466
33584,4900,34000,11534602
63,5,1400,6922
494089,6938,13000000,14182354
142309,7716,3500000,11853265
149,3,7300,6384
85065,1228,2200,10236230
1516356,27368,13000000,118826243
26,3,10000,24360
334,19,149000,18528
19,0,960000,952
15,9,414000,633
5,0,36000,591
64250,3010,2200000,3783860
23,3,10000,6608
240,15,328000,20284
4629,918,677000,1319991
12,1,20000,2282
649,73,20000,74046
54141,2463,2200000,5926401
9974,1100,27000,1363974
872157,11890,6500000,69412557
3818,581,677000,743096
435937,11214,36000000,68240826
26,1,10000,3609
23,7,337000,1139
158,5,20000,27766
7492,464,188000,239167
95,8,20000,15989
994,37,149000,35923
104196,10616,1300000,8141699
321805,25734,6500000,21361936
1965847,52698,638000,218925456
6860,1651,693000,859548
529,1,14000,9548
163498,9070,72000,46846169
1209,25,837000,26297
675571,36421,3500000,171954692
1733,34,93000,51469
562917,22042,2600000,83286328
1404,31,2200000,37170
82405,3099,7200000,5472628
28183,2026,1500000,2169619
741800,28639,6500000,84660506
581322,22308,6500000,54091611
193638,6620,6500000,13726316
24775,2939,744000,8441503
865,24,130000,15604
620031,31350,1100000,110232764
4914116,133354,7700000,742139514
927,611,1300,361560
95810,5872,795000,21842117
41425,2102,795000,8995850
73510,2723,20000000,4485822
127543,7204,110000,15062230
14290,541,795000,1926600
39401,1125,627000,2388492
1938,29,97000,55103
577462,10145,15000000,61231842
1598,22,696000,91826
50933,1965,246000,8567291
28175,1634,795000,7032156
32884,1145,795000,4473773
14988,565,795000,2840967
69737,34033,12000000,60410827
5021,123,433000,723625
10173,527,5800000,636620
489,21,11000,10904
14499,230,716000,223732
23557,1189,1300000,1399197
44443,1554,10000000,1895361
302755,31886,134000,81141376
2063,41,259000,18492
2270,4,77000,29634
324225,9108,17000000,14555517
2139,124,352000,35379
16088,476,2500000,927989
96415,1649,6600000,4690259
67253,1933,1500000,2587065
283,28,4500,65541
7515,4260,4400,4239646
111804,1700,3800000,2776494
105223,14835,1300000,6598371
71975,2642,552000,10342833
2774,186,19000000,244706
1238,142,1800000,77162
44668,1058,27000,4783237
139477,4245,17000000,7757352
25643,835,15000000,1431949
213947,3950,4500000,15993578
18530,345,4500000,733633
90006,2274,70000,5695380
119721,2041,15000000,7732929
13294,276,929000,1281751
17002,202,1000,1371910
1794583,53326,13000000,173762131
2243,36,257000,95401
37030,1192,1100000,7521804
77049,1166,4500000,4022015
15725,445,4500000,740496
31983,983,15000000,1995755
30343,461,4500000,1747526
227049,2226,22000,13839115
648,28,50000,18394
43417,1907,1300000,970511
985,96,276000,363508
73118,6158,4500000,5023669
3693,61,260000,42264
6,3,2900,3232
75464,958,278000,4953926
9412,289,9800000,783472
5184,596,35000,1437138
3752,774,1000000,945063
792,38,268000,58851
5978,292,11000,553260
29880,2449,20000000,3460893
58129,3825,31000,8766231
105609,1686,425000,17062716
6299,118,3600000,320955
799,6,1600,24792
407,32,907000,68274
549839,7689,278000,40215641
17793,239,81000,1456720
20370,202,278000,1276125
1236,139,2800000,234307
16871,1229,652000,1506346
2157,263,490000,321920
1837,77,490000,174994
130,14,2800000,19243
70,61,274,18088
30215,633,21000,817544
107,8,88000,11500
2380584,208155,4500000,430050846
2447279,75651,1400000,392086684
37609,2949,25000,3896877
8997,1402,18000000,1343034
468505,21120,71000000,20963312
6354474,368592,23000000,1508861615
8780603,728655,31000000,2668027074
4279125,1623287,12000000,1973880179
10242048,9653039,34000000,2017315661
896692,26953,5400000,44138092
436757,40392,184000,114608180
846389,23082,1300000,87557213
2643815,3997052,17000000,221418677
1636820,28325,997000,170486794
872926,27636,2500000,38758418
16222,301,885000,212240
360733,12956,23000000,24101315
29,32,921000,2861
52,14,921000,3733
495451,11336,19000000,52269722
11560,553,7700000,267431
259,11,33000,7521
1111,317,1400000,379464
164,15,3000,12314
795954,75230,7500000,46957523
329071,10408,2500000,14767845
1493363,63261,3600000,84020332
8,1,2900,3388
1865,15,79000,61810
337,4,150000,8417
667,9,299000,7655
1903,173,11000000,86300
120657,7934,1200000,17395672
11232,1653,165000,2989133
3077,153,7000,953313
4672,11,406000,49508
1574,557,15000,919539
360741,24144,78000,104595441
6872,301,3000,581854
3331,160,372000,696896
5696,100,1000,822247
59456,2485,830000,5706181
1638,193,72000,893337
65239,3350,1200000,6988892
5621,927,8700,2755379
11053,282,431000,1135132
2200,724,253000,1008526
21949,8901,359000,26299793
204,22,4800000,14709
50,5,190000,7165
1322,48,1000000,68144
148,2,354000,7804
38,3,523000,1611
2,0,523000,209
6,0,37000,735
655686,30611,1100000,159342883
837,103,3400000,51512
453,20,18000,25779
1291,707,962000,716682
286,7,14000,22160
286585,15171,1100000,39482977
1093322,28388,1100000,175015045
610,38,61000,34809
290,4,30000,5331
884,49,91000,15165
92,25,3700000,29344
5873,178,2800000,135368
699614,18358,1100000,152484054
46,3,230000,6646
824,48,296000,85310
489774,16840,1000000,52120372
539830,18959,1000000,50575120
123003,4344,51000,11886456
32252,12577,92000,28059855
3311,161,3700000,384489
395047,10793,1000000,36019442
176,20,12000,20759
3310,141,699000,112164
2460,32,27000,214285
374731,7129,372000,54034242
4603,140,34000,681476
69897,4027,408000,5778531
815639,44554,5900000,114371949
1856092,120180,5900000,233005253
632750,33547,4200000,106518520
1117,85,2100,324382
1975,107,12000,690035
408,32,360000,64080
48545,1500,372000,11450475
292740,25622,941000,67075460
367371,5822,11000000,58939439
321449,9512,3400000,74993250
34062,1549,32000,4446766
80723,3156,9700,24330200
3075,45,34000,152729
96895,4477,434000,11160573
1543,109,267000,125616
58902,2863,152000,12589788
20600,1030,152000,3383749
64846,2845,152000,9999347
24873,631,10000,5305504
282425,19999,1700000,42066965
41250,1019,941000,5941298
831923,82959,941000,200300580
3455,122,976,769458
2314,36,916000,65955
21,0,231,13547
15494,4762,364000,10511945
12737,263,8500000,1376145
245343,10559,1700000,34996252
407,29,50000,8097
636111,6498,7700000,15788536
2354897,45360,16000000,220866965
163445,2117,2300000,10022996
55396,1778,737000,4359284
866,7,34000,6964
183981,3520,219000,13349030
374,6,45000,5974
4929310,144741,18000000,377592591
1908,50,723000,34601
99,10,7400,4752
6133805,513698,31000000,1245979640
451,23,38000,2397
469,33,278000,38367
5556,287,35000,211752
1474045,31267,12000000,23594333
1842158,48238,12000000,57330739
349245,8053,4300000,65212745
255338,5059,3100000,34256654
46775,1058,6400,6037014
43753,1518,6300,6201505
2037,41,54000,292880
87932,16303,4400000,5053321
17543,562,68000,3731329
5658,186,2600000,179124
7873,208,543000,308706
13293,522,3300000,1033967
60993,1423,5300000,9638443
16882,552,2500000,725568
78,6,61000,5685
36589,869,627000,3086013
47440,812,3100000,6410008
72431,7679,117000,7001214
13441,155,933000,1371875
5281,106,2200000,489283
2640,112,226000,119825
12680,275,759000,293392
2776,215,40000,94727
1092371,15634,8600000,44588297
1721,39,226000,64973
628,9,101000,23701
246,9,226000,22810
791,17,226000,34594
2428,84,679000,114341
83701,47549,27000000,35877036
595,28,226000,64058
1904,44,226000,86061
3356,51,104000,111869
2346,68,0,276143
1513791,37823,6800000,71997782
1037,26,764,28809
215,21,1300,14589
544,18,70000,29946
246,19,70000,22218
24,6,3300,2460
1958349,83806,507000,437734916
512951,27671,97000,121407923
4240,347,22000,957417
748,30,303000,32411
18794,1008,20000000,2543591
635272,13535,63000,59857418
60572,9691,507000,4318994
161128,5340,43000,28745475
15591,517,173000,3473443
227768,7610,64000,51366640
22936,5327,7100000,10284265
39972,3286,448000,18727925
50275,3678,17000,15936432
2221767,96720,863000,551169789
178542,7857,507000,37660694
127798,1713,83000,6892282
216894,14772,3400000,8777700
10754,357,7300,1866368
11678,325,1400,1496058
1051,184,8700,576836
822,67,280000,274694
5639,92,3200,427823
757,23,142000,16841
18871,4818,328000,9623444
2858,69,388000,73174
78,21,4700,25507
504,47,80000,64592
1138,14,140000,24963
377,8,66000,11217
88,34,4700,48102
60057,14603,484000,33616563
35,1,21000,806
15881,660,622000,1538338
73,14,4700,23512
15272,4410,58000,10269035
2871,1676,35000,582548
821,25,772,51411
36185,444,6500000,907227
498,24,861000,46168
4299,350,37000,954938
1003,16,43000,10765
1517,38,135000,29328
475,39,412000,103882
172240,2645,3100000,28303454
753,31,221000,166984
624731,40538,4700000,108016586
356,3,28000,5929
618,13,126000,10182
216,5,6200,2452
2096,28,721000,27870
7025,151,330000,203226
383,61,10000,343443
445,3,66000,6718
68446,775,6500000,2533052
49959,218,2300000,797759
4,5,79,1373
3,4,3400,701
2,3,79,1083
2588,110,15000,703309
0,0,0,664
0,1,79,619
29,50,79,22125
0,2,79,242
1,1,232000,295
1,0,0,76
2,0,114,664
143679,7306,61000,9564613
12609,1137,2100000,839923
76129,5777,17000,20829708
15,2,1200,3859
46,4,534,13874
4,1,1,481
7,1,3,881
287478,56913,680000,55426047
159985,23543,1400000,20890110
280685,153957,3000000,170980257
16141,7901,33000,11549711
22560,437,14000,1201943
64930,3086,1400000,3570899
8430,1639,98000,3529507
170,5,4500,3474
9749,854,2500000,992102
201,9,5200,17487
30141,10708,40000,14024365
276791,92341,1300000,130770333
366403,14872,155000,65667876
5266,209,30000,1175346
11698,6922,27000000,5868568
17759,8761,3000000,9231648
882,13,49000,13720
166,86,23000,46910
270023,151611,27000000,134702514
303826,5168,8600000,9736147
1179214,709638,20000000,878224775
229828,121316,12000000,237358262
343718,27180,678000,17773202
1124,27,272000,42326
831,38,132000,90384
5079,2961,1100000,2313198
622,28,17000,22083
111801,68919,4600000,122159304
423906,239745,27000000,232975082
116256,61763,27000000,56554138
132808,74610,27000000,63375247
354381,17916,2100000,41422331
123006,79065,16000000,59965318
21,16,334000,9907
10696,6496,515000,11510326
2045,76,263000,55618
3413,57,1800000,80745
184,2,44000,2722
124592,1086,6300000,1916458
9583,549,34000,1513960
9843,411,533000,497822
120402,3823,10000000,5290295
28545,724,116000,1477476
15930,433,138000,881584
189,0,180000,2565
1191,44,138000,34114
212644,6408,43000,17707214
3925,141,1800000,145094
6371,144,151000,219514
100255,5973,562000,5520129
661,5,187000,5840
184,15,13000,18330
348138,21454,4300000,48570932
238342,7430,11000000,50853726
18018,1052,4000,2319620
6704,419,11000000,579387
10750,298,6900,1423642
437361,11737,82000,49044062
195682,9792,88000,31012284
6588731,465628,16000000,1381640085
268110,16397,67000,85678093
40462,3721,361000,12761902
7618,274,34000,1090306
2127,70,87000,23077
84717,4443,4300000,11103555
37163,1227,4300000,3916089
97842,4833,3200000,17227145
1572,29,307000,17404
405,36,23000,31276
16858,745,622000,2825469
131,4,79000,8743
442131,28896,327000,42398441
256025,15302,17000000,31018965
7651,231,1200,636962
53260,5193,825000,12983435
5318,420,825000,683884
38342,3318,20000000,2470341
64815,3459,20000,7099730
8027,984,5900,828375
21247,840,6900,1616785
180029,16245,3500000,30835209
5660,940,1000000,1115955
27153,1075,844000,9264325
629213,83322,1600000,123153860
183560,6681,1600000,9268296
46600,3080,17000,4918170
27921,5360,3500000,7998758
6792,362,395000,164872
333,23,45000,5000
8419,621,65000,719611
4729,72,550000,266091
1663,31,283000,94467
645,19,383000,26443
2871,45,550000,150018
23616,659,8500000,2224208
509,6,283000,22028
298,64,708,41329
16447,426,1400000,774948
112,7,738,14554
6349,187,80000,818520
3100,330,572,686031
1713,27,74000,83137
1561,79,2200,80205
21761,425,550000,788712
32708,986,832000,581322
32490,148,1900000,431453
6988,268,329000,269669
55,4,1400,8916
252,35,710,27515
1489,91,7800,49806
150,5,96000,11607
605,38,12000,54807
852,89,28000,235087
543,15,6000,20663
105,6,6500,6817
276,25,17000,28435
111,17,2500,35094
6463,399,1200,1540844
670,18,808,165965
109,21,881000,29970
847,41,16000,26696
809,38,667,56411
18,7,881000,3964
693,86,64000,161183
214,21,18000,19252
616449,17905,2000000,75461505
111669,3264,12000,21943152
408983,11967,2000000,49707477
4389,166,30000000,309775
18056,336,2100000,1643444
71466,862,859000,5545616
70161,2423,34000,12309801
22111,610,802000,3433627
104024,6450,5700000,12870954
679,31,289000,41725
23765,272,588000,1320869
14906,309,8500000,1682528
4895027,147461,2000000,685433594
3216161,91029,15000000,486620515
5807049,293319,15000000,993316902
29674,433,5700000,1903978
83667,2142,2000000,9065074
44579,768,2200000,705700
432,27,178000,29937
5811,330,1900000,165746
12,2,419000,4612
17081,613,1700000,638217
8798,218,653000,675726
49717,5851,16000,7327630
53312,1279,3000000,1821062
1544,82,118000,144795
1362,118,16000,417911
22923,1005,4300000,777233
2970,205,120000,177635
7167,919,138000,844725
2397,149,3000,227374
10777,239,7900000,951786
5130,1073,43000,818769
27980,1065,1700000,1642558
5004,203,2000000,241638
3277,184,213000,227135
10843,1387,1500000,2178738
5757,223,991000,348365
1172,308,16000,396946
2475,757,16000,630181
549,91,81,62456
12884,5896,1400000,10702757
2010,513,1300000,786170
56,21,630000,22529
3163,827,1300000,1147726
246206,61112,483000,189403307
196,14,13000,5185
966,24,26000,21140
1167,486,64000,702571
1552,353,1300000,501929
4158,1078,1300000,2091735
5540,93,50000,137921
36,4,1100,1808
605,17,3500000,16006
5245,455,11000,921948
416869,3234,1200000,16734969
1173,17,662000,22675
796,18,26000,13009
30,4,469,46131
47552,3226,1000000,7177456
19562,428,484000,1025689
1282,16,460000,31179
360751,24145,78000,104596690
4385,478,17000,511592
20496,1386,15000,4825876
234850,6553,1000000,43185311
77400,2831,34000,4732568
41517,3371,1300000,2907068
217856,8309,1000000,25476048
255,16,5500,25175
85,16,63000,2916
34492,2075,1000000,4771263
43039,4493,1000000,7124887
35233,2469,1000000,4780294
22455,1053,519000,1471718
244,4,54000,4700
349761,11625,1000000,66300775
3486,38,460000,89592
66181,2634,46000,14755236
11758,927,4000000,811095
16584,240,3100,2493400
2115,82,298000,85578
357,73,7100,14575
11812,1721,299000,754508
9479,2946,689000,2103573
1421,77,240000,98601
47,4,26000,1388
14337,235,7900000,907823
28002,506,3700000,570509
462,15,104000,5229
140758,15381,4000000,19430013
453560,23261,76000,99781127
22117,1877,4000000,2453085
35373,1074,3600000,1620347
12450,412,64000,360050
88,1,29000,1077
23003,3818,666000,5952357
7432,54,24000,250424
7162,366,83000,287002
19893,2654,125000,1260849
26440,410,728000,1110400
42,1,18000,1087
4717,251,83000,328672
170,3,27000,3537
24059,143,24000,1050666
5389,48,24000,181676
3049,37,24000,147314
13,4,164,1918
118,3,50,4091
490136,16342,264000,38947844
116857,7684,18000000,14732082
2156713,142809,18000000,841283033
438,2,102000,10236
9375,73,728000,153619
2859,66,83000,114380
576,10,83000,11712
2739,38,828000,363922
21016,1118,65000,1894962
11715,240,379000,744846
585,16,500000,65868
522,26,500000,60293
3531,226,211000,583367
9465,185,958000,572866
4045,27,78000,134793
481,5,26000,20738
2133,70,73000,184353
3417,45,828000,310747
13595,168,1900000,1251044
1573,29,828000,244857
1197,19,828000,216401
1442,298,110000,197452
92,5,22000,16793
11894,178,134000,511446
102,93,1300,202143
14711,339,2000000,1240528
1093,60,78000,181243
357,10,4400000,117657
509,20,77000,25684
499,48,11000,170037
1040,33,6100,185539
7362,236,17000,945272
4431,85,78000,213121
555,36,29000,115553
136,3,77000,6560
13902,227,484000,846993
2496,330,63000,260915
70806,1577,2000000,3939921
952,55,61000,87835
10438,479,8000,803450
1741,121,56000,201833
481,21,428000,87788
3614,134,1600000,529224
98,12,1900,7564
9977,468,17000,1787916
1411,76,52000,209402
5435,86,958000,275398
652,274,58000,253289
10340,407,115000,1271663
2047,45,787000,181962
346,25,51000,67189
2078,139,24000,257217
3224,171,379000,256228
256,32,425,32377
2414,80,30000,78485
410,34,500000,68067
9854,951,336000,1252161
8027,545,393000,558048
16911,505,484000,2891935
539,39,153000,61264
266,5,78000,29008
650,10,14000,29532
107,20,51000,24145
901,50,484000,407422
102,93,1300,202143
70806,1577,2000000,3939921
55914,1184,1400000,2080571
3903,83,78000,238244
3150,95,11000000,280485
2559,114,967,291072
3689,146,172000,370509
2104,31,3600000,300044
852,8,22000,57323
1263,14,30000,17223
4789,88,365,692565
2456,21,32000,160927
38730,1003,460000,2600468
5144,216,336000,290877
5702,459,61000,534720
11016,85,48000,989043
41467,464,4900000,2452960
2869,89,1800,265573
8525,77,48000,1124452
271,10,16000,25471
5085,98,1600000,442804
91,5,7200,32917
130,78,98,45873
2500,90,85000,384753
163,36,263,32892
293,9,18000,31711
403,112,198,269742
267,39,169,74151
44,7,294,30789
78,8,578,14158
187,2,7800,13004
999,20,11000,99622
4833,47,465000,193093
118,16,19000,21784
29,2,6100,5427
321,34,3400,150226
143,7,116000,29077
